user_id,session_id,actions,product_id,price,event_time,user_agent
10056,2bce4227-e4fb-4a18-9052-29781e888cbc,purchase,116,153.23,2025-05-09T12:58:10.561494,Mozilla/5.0 (Linux; Android 10)
10011,7cd332ce-bc83-4f23-b591-52c7f81218e1,view,167,,2025-05-09T12:58:10.561532,Mozilla/5.0 (Linux; Android 10)
10016,a1cfa58b-7127-4418-8e79-f0f0a87460dd,purchase,170,343.11,2025-05-09T12:58:10.561570,Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1)
10029,cccfd969-b105-422b-8769-f38cc4624e64,view,149,,2025-05-09T12:58:10.561605,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)
10096,aacf8bf9-0ce4-4f6d-9d00-35e1620ca87f,view,176,,2025-05-09T12:58:10.561636,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)
10110,94d9d9b1-9b75-47f2-96f6-4695d964f80e,view,132,,2025-05-09T12:58:10.561654,Mozilla/5.0 (Linux; Android 10)
10130,955c8933-211b-479d-ac9e-6bd3dc64bcc2,view,144,,2025-05-09T12:58:10.561677,Mozilla/5.0 (Windows NT 10.0; Win64; x64)
10169,364aa7bd-6f8b-4d5c-a55c-903d77ec76fd,view,137,,2025-05-09T12:58:10.561706,Mozilla/5.0 (Windows NT 10.0; Win64; x64)
10066,213a6652-692a-404a-a3d7-4e1b716d58fb,view,156,,2025-05-09T12:58:10.561736,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)
10173,4a7ce1f1-33f0-4c67-875d-105b08447208,purchase,136,418.52,2025-05-09T12:58:10.561792,Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1)
10132,7417a126-c8f0-40dc-ab36-48a29ad74b34,view,186,,2025-05-09T12:58:10.561831,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)
10195,4cea8fe8-d3cd-47a6-b7bf-feb3e76b766a,purchase,189,147.59,2025-05-09T12:58:10.561867,Mozilla/5.0 (Linux; Android 10)
10156,0e8af612-5ffd-44fb-ab83-abd4b14f193f,purchase,109,342.57,2025-05-09T12:58:10.561904,Mozilla/5.0 (Linux; Android 10)
10120,ad90c39d-b72a-4eb7-8bed-e6f919e13aa1,purchase,110,22.7,2025-05-09T12:58:10.561926,Mozilla/5.0 (Linux; Android 10)
10051,a97b9bb1-2304-47e0-b4a4-0ade607b56ef,view,191,,2025-05-09T12:58:10.561948,Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1)
10016,f4a81750-337d-4584-99c6-9efa395585ba,view,109,,2025-05-09T12:58:10.561976,Mozilla/5.0 (Linux; Android 10)
10089,d73d84e5-15da-4505-8fe1-b1b85a053d89,purchase,101,193.55,2025-05-09T12:58:10.562008,Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1)
10060,99f532cf-1f37-4390-a2a8-bbdd2cadb00b,view,154,,2025-05-09T12:58:10.562041,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)
10109,98c3503d-0508-4e3d-90fd-81e47b7fef21,purchase,140,241.81,2025-05-09T12:58:10.562063,Mozilla/5.0 (Windows NT 10.0; Win64; x64)
