user_id,session_id,actions,product_id,price,event_time,user_agent
10048,19626a95-5803-4c91-8c08-3936160226b4,view,102,,2025-05-09T12:43:09.123143,Mozilla/5.0 (Linux; Android 10)
10160,aede048d-1f1b-4cce-85c3-4a1534821a1a,view,102,,2025-05-09T12:43:09.123170,Mozilla/5.0 (Linux; Android 10)
10066,347373ae-668c-43ad-bd75-d4bcfd625a9f,view,157,,2025-05-09T12:43:09.123188,Mozilla/5.0 (Linux; Android 10)
10123,4c1b78d5-a1a2-422e-a6da-90b94f8ac3ed,purchase,166,139.23,2025-05-09T12:43:09.123211,Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1)
10070,8f65e4ef-fd6c-4475-ac2e-c67df5459841,purchase,111,475.75,2025-05-09T12:43:09.123231,Mozilla/5.0 (Linux; Android 10)
10089,3a871efb-0e6e-438e-81dd-4ab8351425bc,purchase,132,424.48,2025-05-09T12:43:09.123249,Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1)
10085,250320c7-b562-4f5a-83d7-1bd5a3ade486,view,172,,2025-05-09T12:43:09.123265,Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1)
10038,e2594d86-ca6d-4783-8e71-9aeb4d485374,view,128,,2025-05-09T12:43:09.123281,Mozilla/5.0 (Linux; Android 10)
10082,f4963b1e-b815-425f-b496-32557df81bc9,purchase,164,163.1,2025-05-09T12:43:09.123298,Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1)
10144,86d7698e-db17-4ee4-84ff-04869ee19568,purchase,161,422.49,2025-05-09T12:43:09.123316,Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1)
10018,02f65f34-a178-49ee-b1c8-e739aca1bf24,view,119,,2025-05-09T12:43:09.123333,Mozilla/5.0 (Linux; Android 10)
10026,d471a21f-9e42-494c-ae84-11c00c94d9e0,view,157,,2025-05-09T12:43:09.123348,Mozilla/5.0 (Linux; Android 10)
10133,a7109644-ed81-409c-aabc-b18293cbd5b7,purchase,189,48.02,2025-05-09T12:43:09.123365,Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1)
10197,a68106b1-f6e7-4fec-a155-b49237c4730d,view,194,,2025-05-09T12:43:09.123381,Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1)
10005,d84f2e99-14a0-445c-8ae2-50d69ff675c2,purchase,140,167.15,2025-05-09T12:43:09.123419,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)
10015,97ce0469-f6fb-45c2-8775-07b101a4024f,view,166,,2025-05-09T12:43:09.123450,Mozilla/5.0 (Linux; Android 10)
10105,0661ae88-fa56-4639-b17d-db9b76d67a15,purchase,146,398.85,2025-05-09T12:43:09.123471,Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1)
10041,f08b8e06-d2bf-4403-8f72-77a39270f070,view,168,,2025-05-09T12:43:09.123490,Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1)
10154,663c1e1e-3337-4652-8a8a-29054d14313c,view,160,,2025-05-09T12:43:09.123506,Mozilla/5.0 (Windows NT 10.0; Win64; x64)
10023,71f00d9c-fdf0-4157-961f-f9d537ad26e8,purchase,159,43.77,2025-05-09T12:43:09.123523,Mozilla/5.0 (Windows NT 10.0; Win64; x64)
10145,10c1e5cc-4bf6-4514-83cd-2645e9309c8c,view,108,,2025-05-09T12:43:09.123540,Mozilla/5.0 (Linux; Android 10)
