user_id,session_id,actions,product_id,price,event_time,user_agent
10195,48d12e4a-873b-41b3-9b03-db84f7bef946,view,130,,2025-05-18T21:37:27.289253,Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1)
10047,18975941-05d3-47f6-baf2-0a585aa59612,purchase,141,466.24,2025-05-18T21:37:27.289306,Mozilla/5.0 (Windows NT 10.0; Win64; x64)
10193,e8f4868b-296d-4518-85cf-c71263b90796,purchase,127,357.39,2025-05-18T21:37:27.289333,Mozilla/5.0 (Linux; Android 10)
10023,1e3db6e5-eeae-494a-b995-c72c515a854b,purchase,133,98.39,2025-05-18T21:37:27.289363,Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1)
10090,c0738eba-3ff2-4d95-92af-0167b92e56a7,view,156,,2025-05-18T21:37:27.289390,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)
10004,9629c1a7-23da-4a3f-80b8-7bb5b9706fb7,view,131,,2025-05-18T21:37:27.289456,Mozilla/5.0 (Windows NT 10.0; Win64; x64)
10136,353cbf57-d24d-4c60-a355-5a2797baddbe,purchase,199,377.52,2025-05-18T21:37:27.289481,Mozilla/5.0 (Linux; Android 10)
10156,9be35322-e793-4545-b2a6-74c251055116,view,119,,2025-05-18T21:37:27.289498,Mozilla/5.0 (Windows NT 10.0; Win64; x64)
10174,eca3c0c4-4ad0-4c5d-8e91-6e8255fe8c68,view,131,,2025-05-18T21:37:27.289514,Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1)
10059,514e2345-1fdb-42fb-b6a5-174314079072,view,170,,2025-05-18T21:37:27.289528,Mozilla/5.0 (Windows NT 10.0; Win64; x64)
10173,8abe81df-e74d-40e1-9722-c1e8b1b37745,view,159,,2025-05-18T21:37:27.289545,Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1)
10063,17ac45f4-5825-4ac5-a174-b02530620f5f,purchase,121,22.89,2025-05-18T21:37:27.289571,Mozilla/5.0 (Windows NT 10.0; Win64; x64)
10044,42830279-01a6-4383-8316-da4f0283e3ef,purchase,152,359.66,2025-05-18T21:37:27.289590,Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1)
10125,b868734c-b6ad-4d41-8327-bf1692212efa,view,106,,2025-05-18T21:37:27.289605,Mozilla/5.0 (Linux; Android 10)
10087,5aa95d0f-5997-4f62-a145-90332ce2180a,view,161,,2025-05-18T21:37:27.289619,Mozilla/5.0 (Windows NT 10.0; Win64; x64)
10098,a1bc6e8f-7c5c-49dd-8a87-8caa629d980f,view,115,,2025-05-18T21:37:27.289633,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)
10195,f1be73ee-07fd-4d42-84ef-cd4df33c1ad0,view,153,,2025-05-18T21:37:27.289648,Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1)
10079,594cc4b1-6c9b-42e5-a0dc-3cf6d3b7225d,purchase,114,309.82,2025-05-18T21:37:27.289693,Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1)
10186,17256509-37af-463a-995c-35d5badb450a,view,125,,2025-05-18T21:37:27.289713,Mozilla/5.0 (Windows NT 10.0; Win64; x64)
10199,15d9e5c4-e74a-4465-8848-04da2dd1ebb2,view,113,,2025-05-18T21:37:27.289728,Mozilla/5.0 (Linux; Android 10)
10051,071bfadb-cffe-4622-b6ef-acb8910c65fe,purchase,190,249.0,2025-05-18T21:37:27.289744,Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1)
10083,0198797b-7355-4d6d-94cd-6b8b3d5f9f9b,view,145,,2025-05-18T21:37:27.289760,Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1)
10092,cce1f9a9-eb4f-447d-9cce-3a9fc4b8a55e,view,133,,2025-05-18T21:37:27.289774,Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1)
10191,9749cad3-7732-4d83-bafd-13b8bc9640fd,view,191,,2025-05-18T21:37:27.289788,Mozilla/5.0 (Linux; Android 10)
10086,292e4992-99e1-46a1-9fda-b68ac1493e11,purchase,195,278.73,2025-05-18T21:37:27.289802,Mozilla/5.0 (Linux; Android 10)
10117,22717399-3e21-4f83-8139-04a70cedaba1,view,166,,2025-05-18T21:37:27.289817,Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1)
10193,de0882ef-f666-4b20-b845-b0fbfd11e346,view,193,,2025-05-18T21:37:27.289832,Mozilla/5.0 (Windows NT 10.0; Win64; x64)
10017,253fb462-e92e-4885-840e-214a9a6efbee,purchase,130,62.08,2025-05-18T21:37:27.289847,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)
10011,43eb1ef9-e7e0-4098-9971-6b60482b8984,purchase,102,228.01,2025-05-18T21:37:27.289862,Mozilla/5.0 (Linux; Android 10)
10125,4b1f1cb9-4ca5-4003-ab8e-903773a83f73,view,153,,2025-05-18T21:37:27.289877,Mozilla/5.0 (Windows NT 10.0; Win64; x64)
10004,e758108e-6fc0-4068-89ff-0656b4832219,purchase,117,306.14,2025-05-18T21:37:27.289891,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)
10032,e97288a0-2d37-429b-9d13-b89f5339e41d,view,177,,2025-05-18T21:37:27.289906,Mozilla/5.0 (Windows NT 10.0; Win64; x64)
10020,287c6c8c-44e4-44af-af13-92a95c566d1a,purchase,140,369.4,2025-05-18T21:37:27.289922,Mozilla/5.0 (Linux; Android 10)
10019,f3c9aef0-327d-460a-a9f1-1416cd60f626,purchase,179,70.57,2025-05-18T21:37:27.289937,Mozilla/5.0 (Linux; Android 10)
