user_id,session_id,actions,product_id,price,event_time,user_agent
10135,cb5b99d5-3c98-44a7-a4f5-475d78ec42d0,purchase,153,379.06,2025-05-18T19:50:50.398673,Mozilla/5.0 (Linux; Android 10)
10095,bff2cebd-787b-47fb-9ef9-96a3c0e0ca6e,purchase,112,28.72,2025-05-18T19:50:50.398704,Mozilla/5.0 (Windows NT 10.0; Win64; x64)
10003,8e90e01b-7030-4e94-8e41-abfe5653cfed,purchase,189,436.49,2025-05-18T19:50:50.398722,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)
10169,69af8697-1ac7-4a3a-800a-9ac58b2e2395,purchase,122,498.21,2025-05-18T19:50:50.398737,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)
10157,152c0d4d-fd38-4c19-a8cd-b5aab126e557,view,116,,2025-05-18T19:50:50.398752,Mozilla/5.0 (Linux; Android 10)
10067,707af4d6-a324-4f99-877e-d96705bfa168,view,197,,2025-05-18T19:50:50.398764,Mozilla/5.0 (Windows NT 10.0; Win64; x64)
10171,df218168-832e-4e7a-97c5-4638838aecbb,view,110,,2025-05-18T19:50:50.398777,Mozilla/5.0 (Linux; Android 10)
10152,2928d025-6670-44c3-ba5d-76b9ba9ad751,purchase,129,402.92,2025-05-18T19:50:50.398790,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)
10051,9f756a81-7fc6-4e94-b1d9-148bd279ee87,view,142,,2025-05-18T19:50:50.398804,Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1)
10001,505ef9cf-ce96-4156-9daf-ce0af1d598d2,purchase,146,175.32,2025-05-18T19:50:50.398818,Mozilla/5.0 (Windows NT 10.0; Win64; x64)
10124,d70d37f6-2196-4bde-b9dd-41a66b95cf75,purchase,193,462.18,2025-05-18T19:50:50.398832,Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1)
10140,ab4a5b1e-b2cf-4969-b194-759d084e9c32,view,154,,2025-05-18T19:50:50.398845,Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1)
