user_id,session_id,actions,product_id,price,event_time,user_agent
10120,271bb190-0de3-40bd-aba4-225938139415,purchase,129,233.08,2025-05-09T09:18:52.601254,Mozilla/5.0 (Linux; Android 10)
10184,f91b92bf-3f31-4913-b6a0-69c72c355292,view,113,,2025-05-09T09:18:52.601432,Mozilla/5.0 (Linux; Android 10)
10021,e979f1d4-e6cb-4234-8517-ed35cf01d176,view,128,,2025-05-09T09:18:52.601502,Mozilla/5.0 (Linux; Android 10)
10165,f8d2f761-0f35-47ac-8709-e26a8be995ad,purchase,184,172.31,2025-05-09T09:18:52.601578,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)
10049,2d2df518-2872-45e3-8675-0bcf6731d138,purchase,103,404.24,2025-05-09T09:18:52.601648,Mozilla/5.0 (Windows NT 10.0; Win64; x64)
10166,f8404753-824f-4590-bc63-1e086ec684e1,purchase,159,180.85,2025-05-09T09:18:52.601710,Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1)
10087,df4316ec-12f9-465c-b442-0d3aebf75997,purchase,125,194.66,2025-05-09T09:18:52.601773,Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1)
10183,3de3e61a-8e0d-4169-8650-8ba326763a9c,view,157,,2025-05-09T09:18:52.601830,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)
10082,7f651ceb-4659-4fb8-8412-c544a792ef24,purchase,150,410.29,2025-05-09T09:18:52.601893,Mozilla/5.0 (Windows NT 10.0; Win64; x64)
10177,5e60a728-2e45-4e0d-8f66-938420b8df3f,purchase,138,67.87,2025-05-09T09:18:52.601958,Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1)
10107,ed4f3fa9-3044-4dbd-b609-11d537440c38,view,112,,2025-05-09T09:18:52.602017,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)
10045,5e43ddc0-f5d4-4dc9-a22d-7aa7ebf0ccfa,view,175,,2025-05-09T09:18:52.602074,Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1)
10075,2cbc1dd3-3153-44e1-aaa3-644152bc67f4,view,181,,2025-05-09T09:18:52.602132,Mozilla/5.0 (Linux; Android 10)
10189,2cf99862-d196-4412-915e-9edef0bb74b1,view,139,,2025-05-09T09:18:52.602188,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)
10030,7d630bd7-6a0c-4ee9-a199-05854fb46a5d,purchase,161,457.67,2025-05-09T09:18:52.602250,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)
10004,f08905fb-3842-4da9-86ad-850417917298,purchase,191,184.22,2025-05-09T09:18:52.602317,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)
10027,d1befde1-7a44-4031-9827-4773ac746936,view,147,,2025-05-09T09:18:52.602380,Mozilla/5.0 (Linux; Android 10)
10000,9c3abd37-7205-4e51-8f59-fd959896e4c6,purchase,190,243.09,2025-05-09T09:18:52.602438,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)
10174,72a037e4-b0ff-4439-b5d0-4c463baa3577,view,191,,2025-05-09T09:18:52.602496,Mozilla/5.0 (Linux; Android 10)
