user_id,session_id,actions,product_id,price,event_time,user_agent
10106,a1e48508-8c69-4737-a476-b53e060a0dde,purchase,157,435.78,2025-05-09T12:49:14.728261,Mozilla/5.0 (Windows NT 10.0; Win64; x64)
10088,e56dad41-c129-4557-9d23-655eb9eda7f6,purchase,197,193.47,2025-05-09T12:49:14.728294,Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1)
10130,d3ceca56-2f12-4a22-b301-0d8f77d42f6b,purchase,106,97.54,2025-05-09T12:49:14.728316,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)
10189,cf2a6b6d-cb05-42dc-93a8-cae602976346,view,171,,2025-05-09T12:49:14.728335,Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1)
10199,b710622c-5330-45d8-94b9-0bef2c8f2c20,purchase,132,46.74,2025-05-09T12:49:14.728353,Mozilla/5.0 (Linux; Android 10)
10093,7270ac33-5c6f-4f12-afe3-9ea47906dc36,purchase,122,200.0,2025-05-09T12:49:14.728370,Mozilla/5.0 (Linux; Android 10)
10181,56317662-9af0-4f10-b3ba-fda079c42c9c,purchase,176,311.52,2025-05-09T12:49:14.728388,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)
10056,21446624-fb36-4345-baee-a3b1c8fb2060,view,144,,2025-05-09T12:49:14.728405,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)
10118,17b1494d-d4da-4826-b6b5-7e3b4108fd91,purchase,143,382.01,2025-05-09T12:49:14.728422,Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1)
10152,ef10c9b5-0c24-42ab-a1f5-2d4d80183128,view,150,,2025-05-09T12:49:14.728439,Mozilla/5.0 (Windows NT 10.0; Win64; x64)
10178,1df463ab-0058-4951-a3a9-2e168840e95e,view,132,,2025-05-09T12:49:14.728454,Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1)
10041,fe4a9cff-8f88-4e20-8776-49829d451356,view,145,,2025-05-09T12:49:14.728470,Mozilla/5.0 (Windows NT 10.0; Win64; x64)
10147,20481139-87bc-4bdf-b005-3f2d1e6537ac,view,112,,2025-05-09T12:49:14.728486,Mozilla/5.0 (Windows NT 10.0; Win64; x64)
10080,93e4c183-d1c6-434e-ab14-c655bf0d17b2,view,155,,2025-05-09T12:49:14.728501,Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1)
10074,3aaee2c9-c269-4f8d-bebf-300a4ae0a463,view,160,,2025-05-09T12:49:14.728517,Mozilla/5.0 (Windows NT 10.0; Win64; x64)
10081,f3ccd27c-6f4e-41d1-990a-5fbffb8a9660,purchase,131,360.78,2025-05-09T12:49:14.728534,Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1)
